EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,CP1,CP2,CP3,CP4,CP5,CP6,CP7,Estrato
1,AGUASCALIENTES,1,AGUASCALIENTES,-4.842460477610308,3.220714392871913,-0.3216502929055654,1.973269915429624,0.7190982984080927,-0.4072007299420437,1.850424588566289,G1
2,BAJA CALIFORNIA,2,MEXICALI,-4.987234698110863,2.087540323654328,2.2009709767893155,3.2527236603235807,2.609005032406784,-0.3888039714874381,2.889547236950266,G1
2,BAJA CALIFORNIA,4,TIJUANA,-9.091774062699605,6.306996212545495,1.6123117842513202,3.4078696254687157,3.3651931466995904,-0.3744142470755009,5.642327101375784,G3
2,BAJA CALIFORNIA,3,TECATE,-0.5062292173769478,0.262615905755099,-0.8915633882247082,1.6947387442402082,-0.599975669428181,-0.7484475553832489,0.1578631303417185,G1
2,BAJA CALIFORNIA,1,ENSENADA,-2.395104350260071,-0.0220613180181935,1.689323679474268,2.6422339235269034,1.7253319529142552,-0.5306861434833683,1.5097265029829503,G0
2,BAJA CALIFORNIA,5,PLAYAS DE ROSARITO,-0.6387795152601099,1.0259556831341117,-0.8074385430702642,1.357385867352107,-0.6004964821512448,-0.4629099362177708,-0.2119732369627358,G1
3,BAJA CALIFORNIA SUR,1,COMONDU,-0.2947865885484687,-0.6537433642295482,1.6026047770805525,0.3939243489045074,0.1628667415416209,-0.1984685222716453,-0.07360006159296,G0
3,BAJA CALIFORNIA SUR,3,LA PAZ,-1.2817968592085405,-0.2857188775389183,1.934086026290255,1.1715029464318585,0.3899335774181769,0.0733195799793303,0.6770119651669572,G0
3,BAJA CALIFORNIA SUR,5,LORETO,-0.225161984199861,-1.1374740911806167,-0.7732598810612071,-1.318672852431946,0.5572593174667071,-0.0441462833227662,0.4034147735265599,G2
3,BAJA CALIFORNIA SUR,4,LOS CABOS,-0.8608839917395911,0.8523848695388166,1.2817265317152384,0.6463057546099744,-0.3764003823389679,0.4386257771368708,1.058441093104972,G1
3,BAJA CALIFORNIA SUR,2,MULEGE,0.1448769981810299,-0.3862337772729728,1.065828614164648,-0.6175996902760732,0.6010712642596742,-0.2818982448864205,0.1053537013806378,G0
4,CAMPECHE,8,TENABO,-0.2602125636058569,-0.3182357396196881,-0.0650916829660276,-0.3464273723880575,-0.7022581503587044,0.3660620218267326,-0.0675837583116622,G2
4,CAMPECHE,9,ESCARCEGA,-0.2806799806966664,0.326381330084101,0.5245579840384458,-0.1451754791250699,0.3372605443073025,-0.25613337105431,-0.5913834077610083,G2
4,CAMPECHE,5,HECELCHAKAN,-0.3119507347327199,-0.0666194151494701,0.4338700974232079,0.157372102341168,-0.9854841729972854,-0.0646924327312161,-0.165384626689335,G2
4,CAMPECHE,6,HOPELCHEN,-0.2502818020083012,-0.9890717319248424,0.7376487259952018,0.1634093329156768,0.69366727891194,0.1044105018689813,-0.1789100137679571,G0
4,CAMPECHE,11,CALAKMUL,-0.5475471595654999,-1.4948876566161018,-0.3856015694261155,0.4405167655997571,0.6882315907892868,0.1815343431034468,-0.0554605516044458,G2
4,CAMPECHE,7,PALIZADA,0.5237080676197157,-0.2927552357799656,0.3591447590756277,0.5367664271559967,-0.2994061632708569,-0.8579181286728582,0.1512137330359418,G0
4,CAMPECHE,10,CANDELARIA,-0.1166999878596078,-0.7591515252091018,1.0888817070688543,0.3808045687181073,0.7772148758810501,-0.1367317023118658,-0.2964325879178737,G0
4,CAMPECHE,4,CHAMPOTON,-1.42635569895533,-0.6624464674397793,0.3070808911870856,-0.5328447702961133,1.2739531481523334,0.3315169992738572,-0.8459683906033042,G0
4,CAMPECHE,2,CALKINI,-0.6421179081111322,-0.4158981501047309,-0.0380502089893619,-0.4037310302429561,0.1805090281646899,0.0649017246058187,-0.1975372116927601,G2
4,CAMPECHE,1,CAMPECHE,-2.523879853705571,0.3021655382778068,0.3474228664605513,0.109900948430982,0.8249654336697813,0.1264704300210618,-0.3639448366804091,G0
4,CAMPECHE,3,CARMEN,-1.5336132419949895,-1.0699847366413566,0.3869053795058503,-0.1661276430795058,1.668579282651466,0.1360506735907007,0.6606087790572521,G0
5,COAHUILA,13,HIDALGO,0.7560044927746997,-0.1337770035429162,-1.478837447102325,-2.1203602780319475,1.9486139918616483,-0.2427380380635835,0.2336160361259772,G2
5,COAHUILA,2,ACUÐA,0.3169815432835427,0.7103543472071668,0.6374309507212083,0.312663342635528,-0.7789509412010206,0.6206099985735661,1.0171206796722458,G0
5,COAHUILA,14,JIMENEZ,0.785922379793315,0.2323374779185134,0.9469620439091182,0.2996231970478106,-0.9406466636503316,0.2210324132716918,0.2154923642292143,G0
5,COAHUILA,31,SAN BUENAVENTURA,1.4004865911391284,0.7890380544357891,0.4906049173683182,0.5459076771099362,-0.3836324486694822,-0.2311161938627258,0.3586479385301501,G0
5,COAHUILA,24,PARRAS,-0.0063488909655778,-0.6181519068299186,0.7014534930409886,0.811015569150586,-0.1136498576600947,-0.6940442811296814,0.0743885136104613,G0
5,COAHUILA,38,ZARAGOZA,1.161583169524865,0.5487514559416279,0.6364263081165145,0.5916162848577349,-0.5696551667398586,0.1029687943432276,0.2306699136233524,G0
5,COAHUILA,30,SALTILLO,-3.0697600797267666,1.3333269307648268,2.9965710112212656,1.737868837393465,1.9404141307958804,0.430368897796779,2.578019408827423,G1
5,COAHUILA,23,OCAMPO,1.5619696232362557,0.3228850715840218,-0.3047431849185148,-1.002578475560008,2.2394106001800367,-2.0458754016296656,0.14757877322005,G2
5,COAHUILA,34,SIERRA MOJADA,3.325374003865496,1.9165805169892165,-0.227076365608876,-2.241184045474149,3.4566387682269517,-4.114882912412456,0.4018924535501961,G4
5,COAHUILA,36,VIESCA,-0.3936936052084691,-1.2595797270636533,0.3332720213719792,-0.0315549945995669,0.4587819678279874,-0.1430243664614676,-0.0860459560269785,G0
5,COAHUILA,17,MATAMOROS,-1.1254978894188783,0.4038108459018102,1.4363985440163416,0.9135962023800852,0.3317952987344207,-0.203208713510416,-1.1977057202931016,G1
5,COAHUILA,25,PIEDRAS NEGRAS,-0.268500611543077,0.599663210287145,0.5454802568971222,0.3094805866139604,-0.7742692528688067,0.3569431576448268,0.8140929394411199,G0
5,COAHUILA,9,FRANCISCO I. MADERO,-0.0468230485413798,-0.5513016280558017,1.3863255093376108,0.7201207202226939,0.3071503993429579,0.1219668600117312,-0.178705767019526,G0
5,COAHUILA,27,RAMOS ARIZPE,0.717042006732728,0.634267116217488,2.4241952758831533,0.2462622643362872,0.3960218834527549,0.7684286249876614,-0.0580454351213935,G0
5,COAHUILA,35,TORREON,-2.662712408730519,1.3365417458852953,0.5960440065642897,0.5808712100186579,0.716077875964924,0.2387281837058784,2.951403127076787,G1
5,COAHUILA,1,ABASOLO,2.496622365250798,1.927151746443602,0.5726338356138799,-0.1750215999488338,0.3654660896901739,-1.029699467801266,0.1938864157784625,G4
5,COAHUILA,5,CANDELA,0.762525438716272,0.3209892233907367,0.2226094550899965,0.3070436508867016,-0.9016294288613708,-0.7311917556426857,0.200064508316055,G0
5,COAHUILA,11,GENERAL CEPEDA,1.2779655298496315,0.8411825254750402,2.503063554911817,-0.8050404359526361,-0.3156546149379602,0.603957259454536,-0.0739381261360482,G0
5,COAHUILA,12,GUERRERO,0.2493208326070653,-0.6708529879469065,-0.4385308366161907,-0.254374735372267,-0.1418437710238243,-0.646879974556789,0.3532193632731458,G2
5,COAHUILA,16,LAMADRID,1.7701036755211088,1.4098248467838066,0.3239381505381831,0.2529762493594963,-0.2459708765870614,-0.2614148240706972,0.0945525490280821,G4
5,COAHUILA,26,PROGRESO,1.3679845971671518,0.966949850522149,0.1878448208837444,0.4454557742284627,-0.2834210499850819,-0.4722345921085125,0.0555537020748365,G0
5,COAHUILA,33,SAN PEDRO,-0.8695005081603636,-1.2672269913794385,2.006296723436656,1.0593805085009476,1.2641454849402092,0.0726601817902143,-0.5701919285182648,G0
5,COAHUILA,6,CASTAÐOS,1.5250704220539737,0.8626310125150602,0.9204332275921124,0.7960647724662298,0.34072038588715,0.1345182151456849,0.0282868028308235,G0
5,COAHUILA,18,MONCLOVA,-0.616472292170601,0.2703937667119451,0.1428947518219582,0.2119569181702619,-0.4050155002948306,0.1850917035686044,1.2720940840864274,G2
5,COAHUILA,7,CUATROCIENEGAS,1.1351801720617165,0.3097589364790342,0.4241588749453806,0.9405227105179298,-0.0374820438188572,-0.8272892360683415,0.1213032269014849,G0
5,COAHUILA,4,ARTEAGA,0.9454094800408024,0.4349394171640989,1.9150458572992828,0.2555736438819759,0.0092159549852049,0.794619334314004,-0.2040467872955708,G0
5,COAHUILA,28,SABINAS,0.5286914447531956,0.4487636735499326,0.6315934826511365,0.1545982435703726,-0.7964707564949655,0.3098317844863842,0.4813127920999436,G0
5,COAHUILA,15,JUAREZ,2.459794997834336,1.869939215834116,0.0692032499939214,1.3458424983160318,0.3734218625700517,0.3970776559168075,-0.0493880772574788,G4
5,COAHUILA,32,SAN JUAN DE SABINAS,0.919619267439426,2.0738570170506097,0.7540944607065289,-0.3240693403979249,-0.5021728585771426,0.1461694333179842,-0.4712277810245788,G0
5,COAHUILA,22,NAVA,0.7904581055677978,0.3239122632606867,0.4491729287510146,0.3048681857930924,-0.8371499589989112,0.2228761120831759,0.4258736217435269,G0
5,COAHUILA,29,SACRAMENTO,1.8357221725715624,1.542930885344045,0.2503399658088278,-0.9544613342336328,0.5592841205055287,-0.7766828360126821,0.0425415727881159,G4
5,COAHUILA,3,ALLENDE,1.197307980659157,0.7176440649319782,0.3067234310312439,0.2188026590949646,-0.3105074751450118,-0.4932884562199945,0.3167156164436857,G0
5,COAHUILA,10,FRONTERA,-0.8094853621469951,0.853971074100586,-0.3252938333386032,0.364010580226291,-1.2696825277629915,-0.3561175307688618,-0.4074209897119903,G1
5,COAHUILA,37,VILLA UNION,0.708018653277572,0.032986239216575,0.3408955796236519,0.1899218628042747,-0.7535750702669015,0.0464407750651707,0.3134184014442627,G0
5,COAHUILA,21,NADADORES,0.502949293037317,0.0463774829499035,-0.280675883018369,-0.0972455973374996,-0.1037787542938991,-0.9128297865519364,0.0859129908641541,G2
5,COAHUILA,8,ESCOBEDO,1.3196745180027498,0.9018103526517728,0.1136153689709668,0.1786040035676107,-0.274308208360893,0.6250339874094581,0.0987628524748213,G0
5,COAHUILA,19,MORELOS,0.9216554780786697,0.8257590605655033,0.2589894519684719,0.2509164514652609,-0.720001671806555,-0.2835677394466003,0.0165154498341751,G0
5,COAHUILA,20,MUZQUIZ,1.105542684154212,0.7836996894882721,0.4736031663287151,0.2585407789949162,-0.158121347494871,-0.3665298158992169,0.5892660929775863,G0
6,COLIMA,2,COMALA,0.2015458012219828,-0.1748641206712537,0.8404865373870123,-0.4872160937417693,-0.8350031233333746,0.3493155389059111,0.2466349698814351,G0
6,COLIMA,10,TECOMAN,-0.4561415056263017,0.0448275984033999,0.9992875885226632,0.2100696773519859,-1.0783091847497408,-0.1138243200590764,0.3943314509651934,G0
6,COLIMA,6,ARMERIA,-0.4079787464014026,0.2522587121032745,-0.0064056110791274,-0.1980645960447268,-1.0553553192311325,-0.4015547859441803,-0.2588950498620914,G2
6,COLIMA,7,IXTLAHUACAN,0.4057144466952005,-0.3424832961232641,0.4669120045182969,-0.7517830554637741,-0.1095542775333268,-0.175849336995651,0.2220392985999952,G0
6,COLIMA,9,MINATITLAN,0.1610129607138995,-0.7806657435465896,-0.8293869719776208,-2.124758575265677,1.3119343439026765,1.0180366588263996,0.3145448365997614,G2
6,COLIMA,4,CUAUHTEMOC,-0.268659368772324,0.3766910733908418,-0.0116370968283308,-0.7679028336147576,-0.363853446389965,0.0983678742776573,-0.3511504821299687,G2
6,COLIMA,5,VILLA DE ALVAREZ,-1.341737388663636,1.2320434117504373,-0.0507336259554819,-0.3901837864768855,-0.6931702272895283,0.0737070080295307,-0.6334302207580255,G1
6,COLIMA,8,MANZANILLO,-1.1068778252956906,0.809013278783885,0.545056823550459,-0.1074114853966062,-0.3224003123240473,-0.0890696446131946,0.0415386890759983,G1
6,COLIMA,1,COLIMA,-1.3082652085169142,0.7013040551070555,-0.0810868337948755,-0.7788683298521968,-0.0264624276994403,0.1315563958789409,-0.1389544843825834,G1
6,COLIMA,3,COQUIMATLAN,0.1306823315073426,-0.3914920209478698,0.4825696138601572,-0.681341593724362,-0.4354475583597345,0.0605731159709532,0.2785938117639364,G2
7,CHIAPAS,78,SAN FERNANDO,0.7577003992897574,0.6664196625352095,1.1171864152753348,-0.1805934991713441,-0.3210620275128536,0.7052399153919723,-0.0024346484884772,G0
7,CHIAPAS,100,TUMBALA,-0.2397512129874569,-0.2903525983028406,-0.0926431814736049,0.3886282782599844,-0.0084392979098019,0.2026211374084931,-0.2714175436876386,G2
7,CHIAPAS,102,TUXTLA GUTIERREZ,-2.995578068405948,1.676226601554235,-0.2413545238764355,0.0530170253964711,0.2108784059103193,0.1566197456460333,2.1031330613801487,G1
7,CHIAPAS,103,TUZANTAN,-0.954952422208562,-1.230257486349971,-0.3449262840510984,-0.0480641734768294,0.3619172483934114,0.0128405834309348,-0.3119738828737849,G2
7,CHIAPAS,107,VILLACOMALTITLAN,-0.6719085523518792,-1.611544380416743,-1.068013464848361,-1.2376345244021667,1.5340167633857325,0.4712914097632449,0.1138216578272545,G2
7,CHIAPAS,25,CHAPULTENANGO,0.3257418063077786,-0.5098516584633866,-0.3352583675035462,-0.2933757504574995,-0.2595829642826491,-0.6284379268402734,0.3940891739270842,G2
7,CHIAPAS,7,AMATENANGO DEL VALLE,0.5021946607126541,-0.1576650892126004,-0.0710826907252741,0.9341867481322964,-1.039783100771381,0.2246221575398551,0.3115076287447786,G2
7,CHIAPAS,43,IXTACOMITAN,-0.3810126152516552,-1.3968907084865645,-1.3819142869242105,-1.1321066688261132,0.8858613619875177,0.2876646791663856,0.3240335362560519,G2
7,CHIAPAS,44,IXTAPA,1.3021172808456003,0.5871869721645558,-1.2003359924606292,0.9456558781983934,1.5193976458270055,0.903313918450069,-0.0788412456989391,G2
7,CHIAPAS,45,IXTAPANGAJOYA,-1.2081807133918077,4.033518396440745,-1.3921205953004263,-1.80874851101119,0.6068284029394799,-1.9209853773441803,-3.523986646337005,G1
7,CHIAPAS,46,JIQUIPILAS,-0.7229565525841404,-1.347617963154414,-0.679476739103088,-0.4928985448880079,1.0795519004685463,-0.4023207305245496,-0.0096910872983189,G2
7,CHIAPAS,48,JUAREZ,0.3394031754750615,-0.4243826736026423,0.0728909833845877,-0.3980502677652646,0.5093087782667308,0.1802497225719531,0.1277238115167923,G2
7,CHIAPAS,50,LA LIBERTAD,-0.252215719103479,-1.1270361462247236,-0.8385993667704564,0.8707983863105857,-0.7663111584520226,-0.1710775937548653,0.328182846108723,G2
7,CHIAPAS,53,MAZAPA DE MADERO,-0.4909894588066215,-1.4876447575433434,-1.2818275388414344,-0.8685504562685349,0.542060014268436,0.0804299715738037,0.325695675999863,G2
7,CHIAPAS,29,CHICOASEN,1.1627703225388455,0.309237042044622,-0.1683320827230462,-0.2704694741046188,0.155122463617117,-1.0499067927733776,0.3827481614187199,G2
7,CHIAPAS,30,CHICOMUSELO,0.3354778305331298,0.1266691615352708,0.9035222709582192,0.5630491320680402,-0.3512398558331723,-0.0180136809162785,-0.1434559999204368,G0
7,CHIAPAS,33,FRANCISCO LEON,1.6479117934294178,2.203799134120872,-1.2158256346653982,2.0995406216372463,0.5243631660353437,0.8536521580709933,-0.8611894754150957,G4
7,CHIAPAS,34,FRONTERA COMALAPA,-0.1083884717495237,-0.6066743849076459,0.1457348410553425,-0.8899266499231312,1.9374231141808944,-0.53686142125761,-0.1072867552761364,G2
7,CHIAPAS,13,BOCHIL,-0.2957252724657214,-1.1444552963296877,-1.1119288269392675,-1.0707321647713948,1.1760870854476757,0.5531625914919539,0.2735856250414685,G2
7,CHIAPAS,5,AMATAN,1.5179807375900911,0.7176715212921391,0.6436287006842512,-0.752597592978339,1.0405962961726467,-1.2513847506590383,0.1695630729874432,G0
7,CHIAPAS,6,AMATENANGO DE LA FRONTERA,0.2067306030237045,-0.3089182291963948,0.2787442713457222,-0.3603217563454657,0.2406957390019424,-0.2210065306103132,0.0851400862146864,G2
7,CHIAPAS,56,MITONTIC,0.7036215607181012,0.1657687803603935,0.3528470801493688,0.5694567124021,-0.8099532915729564,-0.1220898721463828,0.2012304547980395,G0
7,CHIAPAS,39,HUIXTAN,-0.1925547997468134,-0.6583717070652798,0.4774976091651371,0.4342764808499434,-0.926761261080955,0.3968029843741442,0.1159350910835943,G2
7,CHIAPAS,41,LA INDEPENDENCIA,-0.4687322007716802,-0.7430742369359463,0.3897983136350023,1.0469797309018003,-1.2562204228323717,-0.0372651773758242,0.1761463830308005,G2
7,CHIAPAS,42,IXHUATAN,-1.4745339394787291,0.5889766759216137,-2.2122644473684505,-1.74373384087621,1.0514172171538654,0.2834815239155571,-1.6080655331471756,G1
7,CHIAPAS,59,OCOSINGO,-0.3009515111486727,-0.0027593474593035,3.2090893953749577,0.8668740158807708,1.663073263953501,-0.8656213897091878,-0.2587710651478338,G0
7,CHIAPAS,115,MARQUES DE COMILLAS,0.398357105599209,0.365004866615372,-0.2743266261348858,0.984761987070022,-0.4709014797956264,-1.0788224998797762,-0.2572571721727768,G2
7,CHIAPAS,106,VENUSTIANO CARRANZA,-0.685752006941912,0.7718055393677979,-0.3168765959486136,-0.3126274441987035,0.3931566554218417,-1.0654495786938436,-0.9445258417784111,G1
7,CHIAPAS,109,VILLAFLORES,-0.2924620338397045,-0.4181963742533053,0.5988904414175003,0.4128993363022711,0.6043238636273159,-0.4749865748576214,0.1573693411309514,G0
7,CHIAPAS,110,YAJALON,0.1728138183787452,-0.301992764875397,0.4075573475076335,0.2476787362920906,-0.474022432410032,-0.1282956632419409,0.2315867479183191,G2
7,CHIAPAS,111,ZINACANTAN,-0.8043924253562379,-1.31141703968931,-0.6805903591778256,-0.3306340348851248,0.5021210510478535,0.3686035034221876,0.0523318497015116,G2
7,CHIAPAS,99,LA TRINITARIA,0.2935852984329384,-0.166785771880365,1.394294013376226,0.96878896451451,1.0209253453924236,-1.334240713070495,-0.2236181165510706,G0
7,CHIAPAS,93,TECPATAN,0.2517949792997167,-0.2985150702309238,1.3755747655136363,0.7267860175195927,-0.0300276428948441,-0.5320292072010387,-0.1074884216297516,G0
7,CHIAPAS,87,SUCHIAPA,-0.5103109269662698,0.5668848902120015,-0.5264880607124603,-0.6729970061901185,-0.6379049018551151,-0.0396235834245684,-0.5571807267192935,G1
7,CHIAPAS,75,SABANILLA,0.063727757109965,-0.5591271828285234,-0.0870559261159836,0.466301138289328,-0.1271918162025558,-0.0063954850579826,0.1154108843769021,G2
7,CHIAPAS,77,SAN CRISTOBAL DE LAS CASAS,-1.1777537989975295,-0.2429839621209087,0.6004711616839012,0.475540022906028,-0.3327299401624579,0.2975773795213857,0.4558119982111647,G0
7,CHIAPAS,57,MOTOZINTLA,-0.6770465573349753,-1.3434540285958578,-0.3115173075865361,-0.932127720603366,1.6178150010197565,0.6549039512495763,0.0696326073046476,G2
7,CHIAPAS,118,SANTIAGO EL PINAR,-0.8667846542244383,1.4210257593096371,-0.4770782467212784,0.1728679766369008,-1.3505564736855664,-0.376029850372422,-1.509651742576741,G1
7,CHIAPAS,1,ACACOYAGUA,0.9042587588693276,0.2461359212437253,0.09356202555983,0.2507374800444484,-0.2985205313296956,-0.2886790672933322,0.3120981563165089,G2
7,CHIAPAS,3,ACAPETAHUA,0.4178423818121147,-0.2151907957366574,0.0220761925158738,0.2716934538466442,0.0537140654953925,0.0509163746431495,0.1713308134596963,G2
7,CHIAPAS,10,BEJUCAL DE OCAMPO,1.566611480182578,0.4341289861637621,-1.4274791182982445,-0.5441785730723748,2.023624686900624,-0.1775885559456255,0.2419220220831962,G2
7,CHIAPAS,11,BELLA VISTA,-0.1906501579986838,-1.1538581674507908,-0.4077771989754175,-1.2752880689346415,1.380570233008046,0.1244732550866482,0.065886587241788,G2
7,CHIAPAS,28,CHIAPILLA,-0.8113794780694089,-0.3000023360653748,-1.7198446780612229,-1.1793033350750823,0.5755250939975792,0.0479047925427902,-0.5589483857866,G2
7,CHIAPAS,35,FRONTERA HIDALGO,-1.111442901087354,-0.3735894508073308,-0.9916742289598875,0.0952500483385597,-0.7926673737662137,0.0748264588306998,-0.5898428534215088,G1
7,CHIAPAS,36,LA GRANDEZA,-0.4453336694385073,2.766696374209216,-0.7983976350276925,-0.2304325762649842,-0.3632062986321241,-0.3735820854544528,-2.192404298398359,G1
7,CHIAPAS,54,MAZATAN,-0.2199730753099401,-0.1503627489552507,0.3931931110596921,-0.2106745822051988,-0.3040523208065618,-0.1440159412798931,-0.2478764280151096,G2
7,CHIAPAS,55,METAPA,-0.562538118081752,-1.3800505501835405,-1.414710464864596,-0.3361402632169857,-0.0755791749964246,0.5111409381951897,0.326595691528031,G2
7,CHIAPAS,58,NICOLAS RUIZ,0.3223837783693751,0.5305804482657037,-0.8959707645206131,0.1589532226209785,-0.1665882838972772,-0.0279432003865856,-0.3178106225514945,G2
7,CHIAPAS,60,OCOTEPEC,-0.2361133154368702,2.620843299791312,-0.3111963634049852,-0.2563693305134888,-0.6379816510422932,-1.1053797505566847,-1.8553151482286545,G1
7,CHIAPAS,70,EL PORVENIR,0.0877390221963589,-0.5408043483052294,-0.0167343184961044,0.096023990710068,-0.6974737484852479,-0.309093288952431,0.2873052805612772,G2
7,CHIAPAS,72,RAYON,-0.3596584749197424,1.6131097768067657,-0.8944607588113821,-1.4728525494920983,0.4271871642276557,-1.0064866099133192,-1.3865868601614664,G1
7,CHIAPAS,74,LAS ROSAS,0.6632875292196267,0.0576713301084523,0.0926857537203613,-0.2491330180777194,-0.1693341975367664,-0.7541037177726321,0.3782285723153292,G0
7,CHIAPAS,86,SOYALO,-0.5682775930281503,-0.0228951982747011,-1.4216825945348746,-1.6521551431294952,0.9104648529287134,-0.5810751381509649,-0.5712358886403422,G2
7,CHIAPAS,92,TAPILULA,-0.2924714385037936,-1.2238785924076798,-1.668011857746863,-1.565780161182371,1.1151000363807746,0.1664485662121701,0.3777144759489966,G2
7,CHIAPAS,105,UNION JUAREZ,-0.4633028042347475,-0.5560501241760187,-0.5023910892737328,0.2762951528954622,-0.6167377582702619,0.4281203776816423,-0.1203050095610665,G2
7,CHIAPAS,51,MAPASTEPEC,-0.1974466016060282,-0.6446709183772039,-0.2541766128843602,-1.093968993474988,1.29867874531761,0.194324744513807,-0.0453473743915932,G2
7,CHIAPAS,114,MARAVILLA TENEJAPA,-1.332047975772132,-0.7182365011541408,-1.7069500088054248,-0.790958673297811,0.4639605476325592,0.1049096463115984,-0.7246892880969246,G2
7,CHIAPAS,112,ALDAMA,2.5362253114051097,3.33933675441678,-1.6799127149707864,3.2412419327129203,1.133933304163993,1.5676163022254257,-1.2318439416438802,G4
7,CHIAPAS,116,MONTECRISTO DE GUERRERO,-1.2260527831866233,0.3937964881274886,-0.8544204146075515,0.5737196706397155,-1.26085000810474,-0.0977942032082996,-1.1748880789886658,G1
7,CHIAPAS,117,SAN ANDRES DURAZNAL,1.6544251015248088,4.008356482903918,-1.8393941103851643,0.3827386187077473,2.081004190057835,0.3724535970066195,-2.098842026815308,G4
7,CHIAPAS,82,SIMOJOVEL,0.7451986344170644,-0.1741313816429419,-0.7679041068398351,-1.178707309406773,2.373950618764639,0.1596274027384089,0.1412728647959264,G2
7,CHIAPAS,90,TAPACHULA,-2.5498445649439088,-1.465445634370948,1.7639875853614124,0.9054941945571144,2.572825678518928,0.1122452846934628,-0.0469253497366402,G0
7,CHIAPAS,97,TONALA,-0.8226410239126737,-1.008612067542118,0.9049989036779196,0.1774654727307019,0.508127010615974,0.2517222472664833,-0.0556961636558301,G0
7,CHIAPAS,65,PALENQUE,-1.3960397757264713,-0.2926618681249544,0.7802605946492402,0.9004148510796488,-0.0012412119777091,-0.1639260722572238,-0.6473313655727283,G0
7,CHIAPAS,71,PUEBLO NUEVO SOLISTAHUACAN,1.5867640413301316,0.5373326229563692,-1.1631897434816625,-0.3205137653810314,2.169523036508648,-0.0642592733609929,0.2457628176924344,G2
7,CHIAPAS,76,SALTO DE AGUA,-1.820349690482428,0.2561719893316954,0.2784832647920686,0.9964827044605428,-0.7252433047680179,-0.197664521651593,-1.6040284127290063,G0
7,CHIAPAS,24,CHANAL,0.7862181715411581,0.2193400134951182,0.4261464800820498,0.1340529856864454,-0.8648303136028066,0.6389015700339528,0.3225879622575119,G0
7,CHIAPAS,38,HUITIUPAN,0.2636073480537373,-0.4282632399522533,0.1178119981008484,0.2703360893955204,-0.0687659627384913,-0.1736793211748378,0.1598858649669749,G2
7,CHIAPAS,96,TILA,-0.653105491193603,-1.200754760597298,-0.3353255938805218,-0.7413856429782217,1.326606259664573,-0.0469465341559573,0.0899108357482916,G2
7,CHIAPAS,4,ALTAMIRANO,0.1574407790507438,-0.3754770565186711,0.2911580244935191,0.1297786575701336,-0.6164302171526795,0.1234389929085644,0.2993760662858962,G2
7,CHIAPAS,104,TZIMOL,1.3435164477633907,1.0618944343112953,-0.8366520649236786,0.5025993366687725,1.0330574844552596,-0.218397487751088,-0.2206744616497251,G4
7,CHIAPAS,91,TAPALAPA,-1.2060512286202607,1.3305375083974875,-1.844220645961836,0.2405653222521878,-0.2819868416507036,-0.0328772897690243,-1.8795723738096024,G1
7,CHIAPAS,84,SOCOLTENANGO,0.7596183900091878,0.6553543604045181,-0.6370286467183968,1.0784694658840142,0.1822605613797778,-0.5350558512689771,-0.2633658362560977,G2
7,CHIAPAS,85,SOLOSUCHIAPA,-0.2604711126023241,0.5127864361793985,-1.0945420458383093,-1.7172188760784883,0.8755921595182224,-0.3081444659339058,-0.7114190517282973,G1
