EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,NUM_SECC_RUR,LNE,Densidad_LNE,Razon_LNE_PE,TC_LNE_2019,Coef_Var_LNE,Var_Prop_LNE,Autocorr_LNE,CP1 (ICE principal),CP2 (segundo ICE),CP3 (tercer ICE),CP4,CP5,CP6,CP7,Estrato,Atipicidad
20,OAXACA,472,SANTIAGO LALOPA,0,240.0,528.0227550350237,0.9473132656363316,-0.25,0.122906942078393,0.0805010816842681,0.5898213692948653,14.626956868646266,11.54256178261524,-8.691932551283669,15.938932807106912,11.055766118370585,8.832353062842047,-1.4753656486237043,G4,Atípica en ICE principal
20,OAXACA,396,SANTA MAGDALENA JICOTLAN,0,61.0,37.30574572539971,0.9729842488282836,0.0338983050847457,0.0608608417347056,0.0827028881868155,0.539163866017192,7.279768768719855,5.791728880580986,-2.360511750867378,5.76345239593082,3.9720184420128097,6.230660490612679,-0.4075670626493466,G4,Atípica en ICE principal
8,CHIHUAHUA,66,URUACHI,10,4527.0,2.4906621740087656,0.946017338260412,0.2395947426067908,0.0184197553219591,0.0849491988094082,0.8583159608748321,5.7148535742255016,5.0907485612725525,3.61356643024088,-2.578697182893116,2.665680235242599,-0.276433833002745,-0.0507816019687275,G4,Atípica en ICE principal
20,OAXACA,111,SAN BALTAZAR YATZACHI EL BAJO,2,477.0,34.518584614475984,0.9331818599939664,0.06,0.0133148533059721,0.0278823290358298,0.3059523453200475,5.687124319298034,4.205595949570712,0.2310081077596861,-1.5480735543937336,4.494725211275011,-4.1093990247725065,0.2685988560592469,G4,Atípica en ICE principal
20,OAXACA,1,ABEJONES,0,747.0,531.6762669986368,0.942882009352592,0.1318181818181818,0.0081075999713411,0.0427738281011091,0.7931128749971504,4.650944419541159,4.005158613423871,1.6866962137804138,-2.4164534798115294,2.364256392138561,-3.300349993336223,0.2185804711970292,G4,Tipica
20,OAXACA,329,SAN PEDRO TIDAA,0,649.0,148.05627386916083,0.969378090762532,0.275049115913556,0.0244010790929048,0.08083083458482,0.6329662787992316,4.629862100157063,4.415049270477235,2.851887779012906,-2.0622001178517126,0.79410359540586,3.53710519866848,0.1055486794759738,G4,Atípica en segundo ICE
7,CHIAPAS,47,JITOTOL,5,13138.0,338.19282012233344,0.9573144548647315,0.0581507731958762,0.0248265754904277,0.0319323550729618,-0.0569952920290815,4.5710797665133205,3.438807029957723,-0.7541264705089782,0.381572273435957,3.876238924685591,0.2160129749754087,-0.063830457769333,G4,Tipica
20,OAXACA,314,SAN PEDRO MARTIR QUIECHAPA,0,516.0,204.01247150537355,0.9570879602433224,0.0705394190871369,0.0241766588798231,0.0316042441366428,-0.7101810705559093,4.550627787814464,3.167895077589917,-1.4049853044655851,-0.730655507757611,4.332650950970712,0.6504090668196818,0.1003860570402639,G4,Tipica
20,OAXACA,202,SAN JUAN JUQUILA VIJANOS,1,1322.0,1551.497965358879,0.956165511979276,0.145580589254766,0.0205377898776675,0.0536547291108481,0.5870837219725813,4.510298710539253,4.501003098107288,1.0023035305404326,-1.013842536712005,2.254618544767756,0.0815854750519079,-0.3819837546631968,G4,Atípica en segundo ICE
20,OAXACA,216,SAN JUAN TABAA,0,831.0,1138.0404891004405,0.9359017392939138,0.1837606837606837,0.0013182251684841,0.0729785675660067,-0.1666666666666666,4.228998298859664,3.900016763696621,1.882728165420984,-5.318042624235727,3.4031193087970117,-3.787944364338356,0.1173775379581301,G4,Tipica
