EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,NUM_SECC_RUR,LNE,Densidad_LNE,Razon_LNE_PE,TC_LNE_2019,Coef_Var_LNE,Var_Prop_LNE,Autocorr_LNE,CP1 (ICE principal),CP2 (segundo ICE),CP3 (tercer ICE),CP4,CP5,CP6,CP7,Estrato,Atipicidad
14,JALISCO,13,ATOTONILCO EL ALTO,10,47478.0,551.2310820352684,0.9893980753366578,0.0748924609463436,0.0026484645982913,0.0272931773177242,0.8305048533659622,-0.2544014058466,-0.1823565620263708,0.9625016412305796,0.1655755071760388,-0.8964221341803107,0.1135894575688107,0.1610392988896332,G0,Tipica
14,JALISCO,42,HOSTOTIPAQUILLO,8,6530.0,15.7736688349756,0.9855847233709556,0.1206452720096104,0.0017069119942455,0.0450421038274779,-0.2777140180147947,0.1384903992639141,-0.5557872385254222,0.6469542601391808,-2.0921216114549765,0.3172531820053414,0.821367232394024,0.2179682726576974,G0,Tipica
14,JALISCO,116,VILLA HIDALGO,2,14625.0,152.89901203968822,0.9856997418537214,0.095505617977528,0.0041210556384358,0.0324128772561563,0.9806445310741696,0.724115423850806,0.3855895188097229,1.0006892437159252,-0.223082648567269,-1.219290738917981,0.0819704565942944,0.3702745112637392,G0,Tipica
14,JALISCO,120,ZAPOPAN,6,1034849.0,2389.3773325732336,0.9896613787758448,0.0666687968797189,0.0027097695528005,0.025241179006014,0.5827797673501472,-5.769302920609851,4.005212939913568,1.3911856006238772,1.1316490458072948,1.4495820463324345,0.2551104039028909,5.528470099397815,G3,Tipica
14,JALISCO,102,TONALA,0,342128.0,5413.061124469054,0.989344331402122,0.083619709432516,0.0034070817518918,0.0311135804715626,0.6347977234269612,-2.800443939844761,2.7396798785081287,0.1356909003461734,-0.2031409488611485,-0.640422748316813,0.308286745263513,0.4627484203655958,G1,Tipica
14,JALISCO,23,ZAPOTLAN EL GRANDE,2,85319.0,4118.829687555283,0.9879962989260074,0.0769609451919921,0.0025876908807834,0.02638019716981,0.0368692028420654,-1.3777668010449926,0.9712203021239332,-0.5281582606421829,-1.097715130458534,-0.2743231019297124,0.3605633632059475,-0.6444743523974612,G1,Tipica
14,JALISCO,38,GOMEZ FARIAS,3,12120.0,72.75280210855972,0.9820980496341056,0.0804064895703333,0.0027002030061059,0.0288921473270302,0.3160657195916764,0.6348870122596141,-0.0104985452413648,0.3136461101259269,-0.9640720539627567,-0.0991621969757145,-0.2533595664078216,0.3819514171140941,G0,Tipica
14,JALISCO,83,SAYULA,2,26754.0,2208.340368280818,0.9841744493301184,0.0794867656552614,0.0025158182854512,0.0294488888950465,-0.670322621896797,-0.4853009500564752,0.048849704955449,-0.9280200123038596,-2.045576512438352,0.8186138826602092,0.474080948780806,-0.2743407298481493,G1,Tipica
14,JALISCO,87,TAPALPA,5,14133.0,145.18932899756737,0.9849949111025156,0.0894164803823325,0.0065351848447872,0.0340367992930191,0.9797952137326454,0.9536953570013382,0.5341640254371589,0.9881650815556292,0.1772810516193167,-0.8470128334355678,0.2782498382992632,0.2326293894624734,G0,Tipica
14,JALISCO,33,CHIQUILISTLAN,2,4483.0,85.93758311395219,0.983226224318943,0.1028290282902829,0.0055754140608995,0.0334379598082184,0.3963357048034699,0.9794334615224984,0.3704562998469303,0.5526252470700962,-0.9225442094152752,-0.2788395855607682,0.4774955295724811,0.3239118680638844,G0,Tipica
14,JALISCO,97,TIZAPAN EL ALTO,3,16506.0,254.7298096011862,0.983180102754415,0.110991451840883,0.0042192920706373,0.039883167530444,0.7249845533014337,0.8497479075717544,0.5526713771006442,1.0818127051317614,-0.8162032819779459,-0.7271371799765383,0.1722047278587135,0.3156327977469659,G0,Tipica
14,JALISCO,119,ZACOALCO DE TORRES,5,22741.0,1822.6349997740788,0.981372420618649,0.0768028789241914,0.0031861462127119,0.0324019092502069,0.8958611019133456,0.3565288895505055,0.9105372573493382,0.6952713254580986,-0.2807785963982585,-0.6551713921868384,-0.7149748665243151,-0.2832392848940616,G0,Tipica
14,JALISCO,67,PIHUAMO,7,8743.0,13.749442702290226,0.9855432198330656,0.0485727992324298,0.0021321866245271,0.0201363887021238,-0.1856823710465202,0.0035550171598335,-0.919669354899192,-0.4579724554656605,-0.8098168724602565,0.5268509112475251,-0.029707303838564,0.2528139447576903,G2,Tipica
14,JALISCO,54,JUCHITLAN,3,4984.0,53.17329775070248,0.977767121310036,0.0882096069868995,0.003325561854078,0.0298205067609223,0.1795512761490279,1.0707385281075268,0.2963326653872752,0.3414498242206273,-1.354318782281006,0.3989080205247349,-0.4413593484695785,0.3452712871493547,G0,Tipica
14,JALISCO,91,TENAMAXTLAN,3,6272.0,888.5992240543311,0.9792322188383816,0.0743405275779376,0.0066544431415474,0.0256960444797462,0.5514802734239873,1.1326564154572918,0.8726259978864394,0.2279757902380267,-0.3550389201762489,0.0661435630277246,-0.2437607970270536,-0.0112563222948157,G0,Tipica
14,JALISCO,5,AMATITAN,4,11141.0,211.9182580677704,0.9866585145346044,0.0959079283887468,0.0017942523369188,0.0381297900286185,-0.1002116379826376,0.0405102616123716,-0.5145108445667874,0.1745110192551082,-1.5530139334595918,-0.0479508561315557,0.5338796005095005,0.3036698142952256,G2,Tipica
14,JALISCO,20,CABO CORRIENTES,4,8849.0,15.32177882348788,0.9858928520000344,0.053326984882752,0.0013966462332182,0.0202641127173876,0.2586069875229522,0.1096239837322127,-0.665063244307521,-0.1120867398827125,-0.5496752641716591,-0.2460587078440843,-0.3198428023507866,0.3614444301362152,G2,Tipica
14,JALISCO,70,VILLA PURIFICACION,5,9805.0,37.55300759589632,0.9808282708985906,0.0977384684281236,0.0034749736454136,0.036898889384301,0.621801426493791,0.9470958624237398,0.3591141912608819,0.9650079516814176,-0.8368976076850254,-0.3116098533104435,-0.2605897689792189,0.3008319234780524,G0,Tipica
14,JALISCO,44,HUEJUQUILLA EL ALTO,4,6894.0,19.93623742156328,0.977686755092169,0.164527027027027,0.0024478999076113,0.0569202095835575,0.6249827102437534,1.3392513777252928,0.9470855652886212,2.036920985120957,-2.1759063219849177,-0.4885886879020549,0.0511246783953596,0.3489968895579792,G0,Tipica
14,JALISCO,63,MEZQUITIC,6,13993.0,13.184356303186323,0.9731963731804464,0.1978257147748673,0.0145000507502157,0.0711330552411205,0.7716636402010163,2.99037644843016,2.644907446752085,2.434741329073155,-1.39508669769499,0.3870501059305361,1.5701840024395115,0.1584645485807731,G4,Tipica
14,JALISCO,115,VILLA GUERRERO,4,4311.0,7.140095606750402,0.9777417761546174,0.1171287898419279,0.0028095822256418,0.0403220148325469,0.9193265417263774,1.3362110431408554,0.7988145319448389,1.553814834615286,-1.0584180621331845,-0.6139392440118437,-0.6332456567165904,0.3253993897601626,G0,Tipica
14,JALISCO,19,BOLAÐOS,2,5642.0,1861.0358194065543,0.9746027519647464,0.1368124118476728,0.0103287351498244,0.0566510073762515,0.7640573822029931,1.8959898737532397,2.399561499014762,1.1598777598384544,-1.0028957006053592,0.0249514926739197,0.3579345596839182,-0.384136676543867,G4,Tipica
14,JALISCO,105,TOTATICHE,4,3808.0,9.949473032512374,0.9728742408571498,0.1313131313131313,0.0041037340181596,0.0463021757466574,0.278508090228858,1.7051967051948975,1.0105993301676572,1.2039369623382496,-2.03462475068741,0.5641202193912865,-0.3951093823725275,0.3175530078370001,G0,Tipica
14,JALISCO,26,COLOTLAN,6,14586.0,63.94168513433981,0.982199300870364,0.1122464541711148,0.0046417823503013,0.0410088533078306,0.9861620744882228,1.0611994926812427,0.664053699427242,1.5226287751425356,-0.470595906871037,-0.8017891963287828,-0.0095014110212389,0.2638252609015749,G0,Tipica
14,JALISCO,82,SANTA MARIA DE LOS ANGELES,2,3191.0,641.8796394780236,0.9779863164346626,0.1347795163584637,0.0074778348921915,0.0445017566500095,0.676497396342285,1.6380490298891317,1.4473481881150347,1.2467222884573923,-1.1762360786262345,-0.2577245431146965,0.3808667142458725,0.0895214684956952,G4,Tipica
14,JALISCO,43,HUEJUCAR,2,5197.0,758.2631090176096,0.97481925467056,0.1726083032490974,0.0077015013690182,0.053777114550035,0.8831375210748565,2.0548917433592835,2.0996814416508416,2.053252568596456,-1.673160970491504,-0.4165792444131455,0.3949178602725101,0.0602914470150713,G4,Tipica
14,JALISCO,32,CHIMALTITAN,2,2522.0,962.9274239920568,0.9746151728321552,0.0731914893617021,0.0034254694353381,0.0263349523145403,0.0,1.0239659351117194,0.6311473162501222,-0.1840466648574488,-1.4926585463096484,0.8524050483193348,-0.8510724714535505,0.0319051393412685,G2,Tipica
14,JALISCO,78,SAN MARTIN DE BOLAÐOS,3,2396.0,5.678955948790788,0.9744294993535212,0.1387832699619771,0.0023440650201489,0.0572283071247725,0.0678487418288528,1.3860253672264229,0.6973912098957205,1.1128486703768086,-2.5312757289228487,0.50314858562816,-0.2609668045974656,0.3715243095445641,G0,Tipica
14,JALISCO,66,OJUELOS DE JALISCO,11,20730.0,62.47819684662689,0.987782754601789,0.0961874041563111,0.0036466886855728,0.0362820137177119,0.8571031640668731,0.2957071599227039,-0.0994974560831786,1.3852405216071972,-0.0955003643253909,-0.8312427298037596,0.331922019756455,0.1365449325230685,G0,Tipica
14,JALISCO,110,UNION DE SAN ANTONIO,7,13687.0,49.60404028462271,0.9874012333605188,0.0999758900586675,0.0038116470547674,0.0379273035797735,0.9933989570731824,0.5111606076614466,0.1120394884618578,1.348353809336161,-0.1168158651042676,-1.1753127750610863,0.2699159464079628,0.2335219574847618,G0,Tipica
14,JALISCO,36,ENCARNACION DE DIAZ,14,37312.0,67.98026843684369,0.9887778552898004,0.0896559780386659,0.0020807422126785,0.032976159838127,0.4173358258352405,-0.2408856637120849,-0.6041145297199546,1.1002193548462516,-0.491516602918341,-0.2656945572323124,0.4187753946417736,0.1564162993094788,G0,Tipica
15,MEXICO,89,TENANCINGO,20,70706.0,1680.0577577159038,0.989941984457654,0.0708162956232015,0.0033557376057633,0.0277274203055898,-0.026040593056445,-1.1117660162781782,-0.4515411907820706,0.5020569314773378,-0.3614595126670948,0.6310631185159392,0.7329791317440023,-0.4623945572514962,G0,Tipica
15,MEXICO,21,COATEPEC HARINAS,23,27336.0,196.07120531064427,0.9839933019941725,0.0949291035808699,0.006454837646195,0.0375394771452513,0.8910642539483896,0.5981449054858541,0.193924168026081,1.983447796342143,0.4073440383865561,0.1764476196062736,0.3035568727672913,-0.3219250673926303,G0,Tipica
15,MEXICO,119,ZINACANTEPEC,11,133898.0,1395.1422408633955,0.9886046972666964,0.0849762176791372,0.003640202841681,0.031365499412602,0.5526934282532677,-0.8258835583873636,0.4492462393168103,0.8975548012453627,-0.1245154164168917,-0.2715277177536145,0.445309631253442,0.3226354555018493,G1,Tipica
15,MEXICO,61,NICOLAS ROMERO,11,289027.0,2679.486239715879,0.9905051255236051,0.0683337029644414,0.0031693069026475,0.0265173249731322,0.7291224926728943,-2.146783782287021,1.2421386837773578,0.82912204848039,0.4994157208360489,-0.2846787051419391,0.2496402230663238,0.7769884556433769,G1,Tipica
15,MEXICO,25,CUAUTITLAN IZCALLI,0,408454.0,5206.658866983738,0.989618435719444,0.0518923317812847,0.0016877792281344,0.0194834094987231,-0.1225654976649334,-3.6079783393999225,2.1275226208052973,-0.8934610318858361,-0.57982734066377,0.4595869740385602,0.2081059503957849,0.966315086626056,G1,Tipica
15,MEXICO,24,CUAUTITLAN,0,84091.0,5534.152951952647,0.9878639623518978,0.0756350891555169,0.003212227461366,0.0285329183290429,0.4769964837241235,-1.503256724374209,1.7563389094914938,-0.4421253225246058,-0.6611068768294184,-0.909748769672874,0.0982464958295194,-1.1203427499916152,G1,Tipica
15,MEXICO,111,VALLE DE BRAVO,11,52486.0,220.3947358896383,0.985284254689596,0.0816280267903142,0.0049865863133027,0.030030650821574,0.782725599543516,0.3633381787469095,0.22872493933494,1.0965471640870148,0.1339233243565282,-0.3251950372686242,0.1319717540899495,0.2516411571541481,G0,Tipica
15,MEXICO,118,ZACUALPAN,13,10483.0,41.08979127601589,0.9821000719483088,0.0550523349436392,0.0042332830319415,0.0257019479128278,-0.1457814317663712,0.3973260742080408,-0.5587742037618493,-0.0272971254237334,-0.6375261532422999,1.1345871337898812,-0.0376289066414224,0.0211080113238675,G2,Tipica
15,MEXICO,123,LUVIANOS,23,22134.0,50.66639821986089,0.9899583449751048,0.0500996299459151,0.0036242681288074,0.0185119379353375,0.5840021070907765,-0.336242623099116,-1.015334159348602,1.029380293848114,0.7431646976602595,0.0998565691339859,0.1978799115100477,-0.2665459785577529,G0,Tipica
15,MEXICO,79,SANTO TOMAS,6,7094.0,78.53451707828023,0.9867051643606672,0.0782793737650098,0.0048160265966424,0.0291515759419833,0.5274405720554952,0.5018100580053806,-0.1328592983480252,0.4872948951167966,-0.221918329628939,-0.4562383219123951,0.369214167389288,0.2076015035887651,G0,Tipica
15,MEXICO,66,OTUMBA,11,27004.0,747.9478217094861,0.9874409508280292,0.0886075949367088,0.0049264460859971,0.0338960831271671,0.7197359229037325,0.1724807509148149,0.1569830556596318,1.0235190733309771,-0.0216680821421602,-0.5389975850553259,0.4506415453337904,-0.0964295884300172,G0,Tipica
15,MEXICO,13,ATIZAPAN DE ZARAGOZA,0,400679.0,6516.25159138188,0.9890000537919932,0.0598038982302172,0.0017718597805871,0.02291084120406,-0.1486955465815402,-3.8424759071147774,2.6018321274736005,-0.956014574528826,-0.8224174646017577,0.4347348462076261,0.2230879163481588,0.4362143973836941,G1,Atípica en ICE principal
15,MEXICO,38,HUIXQUILUCAN,10,193458.0,2775.8052088397344,0.9875340165218024,0.068769681233081,0.0030297505508178,0.0263388513870712,0.6886024940369664,-1.4559878188440298,1.1151391605059728,0.6617032146629263,0.1609318769517683,-0.2811339355491924,-0.064344579752244,0.2101670311900218,G1,Tipica
15,MEXICO,46,JILOTEPEC,28,66143.0,151.16956365807508,0.9892403592131828,0.1228567548297287,0.0041474958176828,0.0437780728949825,0.7068635640907044,-0.3096652855704415,-0.2892862065101708,2.5797292863779635,-0.0955415755717541,0.0346419915052529,0.983432206261286,-0.2138071726773002,G0,Atípica en tercer ICE
15,MEXICO,58,NAUCALPAN DE JUAREZ,3,681803.0,6937.217039094936,0.9875077339693265,0.0528312666965209,0.0018965686676224,0.0205492046040038,-0.1475657964931686,-5.316948735990447,3.782576949659689,-0.5876681982478976,-0.3405113232204014,1.3661203546551983,0.023824208305562,1.8592407810930112,G1,Atípica en ICE principal
15,MEXICO,67,OTZOLOAPAN,3,4095.0,28.02835126259158,0.9874847827106784,0.0589604344453064,0.0020985684479996,0.0223500801819212,0.6119522830317892,0.2180467587352381,-0.4734012125804467,0.1933285743108584,-0.1540703662798625,-0.842641378088947,-0.2112069518779451,0.3469431312472629,G2,Tipica
15,MEXICO,37,HUEYPOXTLA,5,31227.0,960.3773683968328,0.9872350630444592,0.0748287612294771,0.0031155194804577,0.0280918064290613,0.1893543713028705,-0.1656241543377805,-0.1356776835428023,0.0453495429742071,-0.72280512614871,-0.2057069596582954,0.3306642572651124,0.0878035929416867,G2,Tipica
15,MEXICO,60,NEZAHUALCOYOTL,0,852207.0,24276.021766499027,0.9885120728368896,0.0445594978507157,0.0019305211771857,0.0173893851859843,-0.1906774960655052,-10.845347747119336,9.820306640602563,-2.8114232137722506,-0.8699849357720486,0.8862231416836558,-0.460802470132708,-3.43004184540972,G3,Tipica
15,MEXICO,94,TEPETLAOXTOC,6,21886.0,971.1961062627852,0.986036373746132,0.0814844097445273,0.0031797126054404,0.0293047141148502,0.747363651660113,0.1578091641328377,0.2396270613516032,0.7202652722018674,-0.2623058377361247,-0.7886183346032101,-0.0542843969284601,-0.011698408259857,G0,Tipica
15,MEXICO,120,ZUMPAHUACAN,9,12198.0,452.9636088077506,0.986999669840228,0.0626361181287568,0.0046083796754301,0.025131761171767,0.0398961469651648,0.0760259426720181,-0.4777620593224674,-0.0822148790235009,-0.4378184779580131,0.3060112337645423,0.4824546535982584,0.0034511505749534,G2,Tipica
15,MEXICO,41,IXTAPAN DE LA SAL,10,26741.0,599.5602825963647,0.9843041841720452,0.0813182369591589,0.0059052796871391,0.0318484087676689,0.9115824739569196,0.6223619638201778,0.49657433487641,1.0600715265292018,0.2592553893296211,-0.4679402736644483,0.0584524197260293,-0.0217297786475892,G0,Tipica
15,MEXICO,53,MALINALCO,11,19450.0,344.0536050408072,0.9864968800029178,0.0807356781685836,0.0041043517405072,0.0315322266808163,0.4034688061114654,0.1891449553543661,-0.2304172960758148,0.6909332040513475,-0.3504185315645013,-0.0943665710784163,0.3530377404741253,0.0236910731927809,G0,Tipica
15,MEXICO,105,TLALNEPANTLA DE BAZ,0,552269.0,11662.396781942176,0.9881169299503706,0.0440894000922586,0.0018722172281257,0.016699005841821,0.0409132045856221,-5.882029313973323,4.859342033011266,-1.4490695805519511,-0.435852596932215,0.4839752539898729,-0.3009491744837498,-0.563056609387035,G3,Tipica
15,MEXICO,83,TEJUPILCO,31,56759.0,134.9033793632447,0.9883390174415556,0.0565121084079444,0.0023120992383931,0.0206267732261432,-0.133758325056189,-0.8889540915441081,-1.4095690792033944,0.997946722328534,-0.0946465778736778,1.4381584143908497,0.3779918604696605,-0.335640025235505,G0,Tipica
15,MEXICO,106,TLATLAYA,30,25352.0,43.13027666647595,0.9877106093381064,0.0527802001578007,0.0027593493542604,0.0193872393038881,-0.5020603335873787,-0.717686730075101,-1.6678082963371217,0.5104353879078416,-0.4677126587229921,1.86394594911635,0.5581749391583841,-0.457016652486242,G0,Tipica
15,MEXICO,112,VILLA DE ALLENDE,21,34076.0,130.71369982754317,0.985872644545163,0.0785592201050832,0.0035578103895405,0.0304961936806855,0.7796690087975273,0.0910420140913713,-0.3180454362879459,1.6127901022102522,0.2817320764504369,-0.0152535306535964,-0.0279753126606771,-0.1494846992013885,G0,Tipica
15,MEXICO,103,TIMILPAN,10,13040.0,185.93941825609755,0.987237891726906,0.0926763867940338,0.0030101551993161,0.0326021519894212,0.1750735855485636,0.0769609807307124,-0.4721224900911675,0.6529241037897243,-0.8996981683429477,-0.0536149478088282,0.563045698538869,0.0966756488634863,G0,Tipica
15,MEXICO,49,JOCOTITLAN,16,48208.0,317.3261579529683,0.9886310850169644,0.0876274704449057,0.0036055078651657,0.0327899380703041,0.414813285376147,-0.241276436901872,-0.4003026308545206,1.103513436372461,-0.2527103287692185,-0.0404702215204709,0.5899679097378916,0.0387461068230458,G0,Tipica
15,MEXICO,43,IXTLAHUACA,24,110000.0,646.7576381834564,0.9898115317486442,0.0835196658819357,0.0029580266009982,0.0311081927757167,0.5624554287253046,-0.9177422580504286,-0.3590840046923946,1.6481498501505918,0.2141725535845104,0.1670893353445423,0.4885713873653362,0.0175128157205018,G0,Tipica
15,MEXICO,91,TENANGO DEL VALLE,3,60489.0,1284.369591237734,0.9900238485549784,0.0708292026625123,0.0034581904334591,0.0269643787830835,0.5674654956342571,-0.4473568452061048,0.1387364191382983,0.1706305182425263,-0.1305777992854535,-0.8865019119123326,0.3781816209936697,0.1986618809197891,G2,Tipica
15,MEXICO,102,TIANGUISTENCO,7,55063.0,1758.3354613837096,0.9871552181753224,0.0912423948155928,0.0042927388613672,0.0335577550645542,0.6279825152909321,-0.2240049937180236,0.6134235058208122,0.7057699429595735,-0.3522450730851745,-0.6206583678795049,0.3873802144261898,-0.1537764368896923,G0,Tipica
15,MEXICO,26,CHALCO,0,248293.0,3977.4544223452017,0.9876629162997308,0.0797648194615374,0.0037633755583216,0.0301797450376824,0.4067632931715904,-1.856098073247106,1.9370265296811648,-0.067894464712166,-0.4694465769732099,-0.3458086091362503,0.3132312283283201,0.4312630070789381,G1,Tipica
15,MEXICO,86,TEMASCALCINGO,26,49035.0,445.3586372208897,0.9865769563434682,0.0926289050314185,0.0049522897163586,0.0334905397335785,0.8893014943772843,-0.0017773681875963,-0.0573012924435391,2.1214136806464907,0.4788522334587376,0.0699068264518193,0.3354450115470739,-0.3691758863617715,G0,Tipica
15,MEXICO,29,CHIAUTLA,8,21652.0,1366.97442398574,0.9845829937957497,0.0850957201563596,0.0038723160142244,0.0305681151733034,0.3427952043198359,0.0882938078505321,0.2862697085225054,0.457227736706863,-0.7079610189014405,-0.080928233013394,0.1748885361955565,-0.2313090411951844,G0,Tipica
15,MEXICO,57,MORELOS,16,22424.0,220.72807097078703,0.986591884195576,0.0938536585365853,0.0028531961628009,0.0312625175673318,0.0035952572147557,-0.1055699702946213,-0.6315661715324624,0.8564296762046859,-0.9853338873036293,0.4903218331185103,0.6011929988024495,-0.0610955515586862,G0,Tipica
15,MEXICO,124,SAN JOSE DEL RINCON,41,66728.0,202.57205102286295,0.9877624218983893,0.0645820038289725,0.0045220186766822,0.0239057785757421,0.9529688323975174,-0.5119307388794831,-0.7276692803276663,2.5959356778860583,1.409729317971682,0.7509970628275587,0.0565259312367871,-0.6876531705300035,G0,Atípica en tercer ICE
15,MEXICO,115,VILLA VICTORIA,40,67972.0,318.6127232899936,0.985830049309114,0.0871693164006269,0.0040051296280652,0.0328708065933716,0.9754059848228996,-0.3505080206820169,-0.4085706169164061,2.9493164829156227,0.9068915728417264,0.6934802079371233,0.0298922525835471,-0.6770727066276637,G0,Atípica en tercer ICE
15,MEXICO,113,VILLA DEL CARBON,13,33869.0,349.5717075337738,0.9861708347250716,0.1288914072395173,0.007317640324585,0.0411368494716233,0.9345091294533044,0.7385160340962661,0.7019152391631869,1.9454275653639064,-0.1610564503726948,-0.6112219069138404,1.0081246389849068,-0.0085742404602096,G0,Tipica
15,MEXICO,34,ECATEPEC DE MORELOS,0,1234991.0,13617.495605466343,0.988558844805438,0.0519371115896205,0.0018342307825666,0.0199256185672223,-0.1543045464754687,-9.924663420919874,7.95351080625088,-0.8987408663883683,0.0275269347609736,2.146126450958442,-0.0311072294895619,2.802597636256888,G3,Tipica
15,MEXICO,96,TEPOTZOTLAN,3,58872.0,632.0049468266463,0.9868117110010892,0.0931575526877727,0.0033265944397088,0.0332421961594407,0.3524835952329795,-0.0185314258869654,0.1756056087945104,0.4473319744564626,-0.8376287135487263,-0.4561536091180171,0.4411665400971281,0.4406203126089434,G0,Tipica
15,MEXICO,5,ALMOLOYA DE JUAREZ,37,114448.0,464.7272646167003,0.9888148171191796,0.0923112163090784,0.0037028753898993,0.0343676947613179,0.5827277883802799,-0.94690979873486,-0.5224865642142761,2.5147572094005257,0.4711395166369239,0.850470416450399,0.6008723666387967,-0.3443334851513592,G0,Atípica en tercer ICE
15,MEXICO,114,VILLA GUERRERO,16,43489.0,714.644142375308,0.9863808069415622,0.0982348039091896,0.0052095461492039,0.0376361584951056,0.7281156133542432,0.1504689905851221,0.2507237393522656,1.478496198315489,-0.0336454977106492,-0.2191671082202184,0.4963853782817137,-0.1593004336178577,G0,Tipica
15,MEXICO,18,CALIMAYA,1,39536.0,2021.900153829453,0.9854694440578432,0.1060877350044762,0.0058666851920489,0.0399978096365548,0.9568916740645148,0.3392463255576464,1.329345307295149,0.835787440323292,-0.3222393621273806,-1.1833958652388723,0.3845741197352026,-0.1609102621927802,G0,Tipica
15,MEXICO,1,ACAMBAY DE RUIZ CASTAÐEDA,25,46139.0,134.60063941382003,0.986387968298729,0.0871071108807313,0.0044645016088477,0.0315886300402835,0.7796151931567177,0.0294584581843916,-0.2682369226988046,1.934593550072308,0.3765335390035178,0.1737047022521801,0.2589797860686015,-0.2291979799405213,G0,Tipica
15,MEXICO,3,ACULCO,22,33552.0,112.2005121432586,0.9863178512884408,0.0907317707486752,0.0040722416566992,0.0354905351447042,0.0824780406573967,-0.0853311637275587,-0.6247569161656624,1.1884466877450437,-0.5628710964630694,0.8155365760089247,0.668762009829188,-0.1790257198740882,G0,Tipica
15,MEXICO,4,ALMOLOYA DE ALQUISIRAS,9,11745.0,229.60860480567712,0.9832276677270906,0.0692825928623452,0.0046036198907655,0.0297471031098341,0.6108061654038742,0.6410405198351908,0.062673601397141,0.62923968527821,-0.0783453589972294,-0.1069241561010124,-0.1816457412462953,0.0822171126906669,G0,Tipica
15,MEXICO,8,AMATEPEC,23,20015.0,55.187074936511856,0.9880329035769684,0.0467548768369855,0.0019725135743258,0.0158866497196609,-0.2305428244981149,-0.6014462253071268,-1.4964670033273155,0.3084598221814143,-0.3325174906355568,1.1500165733171028,0.2329839062300006,-0.2455341573786627,G0,Tipica
15,MEXICO,81,SULTEPEC,20,19215.0,39.65018189179825,0.9828710022684052,0.0569306930693069,0.0053265083531399,0.0216116092570607,0.6187496382528981,0.5143854835882455,-0.2374204564933725,1.0438739863363362,0.4844980831535876,0.5508809821452822,-0.248519989895354,-0.1921005930505177,G0,Tipica
15,MEXICO,125,TONANITLA,1,8607.0,1772.846666442385,0.9879085304574704,0.0894936708860759,0.0048590484383715,0.0337602613250994,0.959487220898448,0.2132863361363891,0.7608724935598541,0.5728237944762562,-0.087896785704297,-1.4275118578629291,0.3057210389601866,-0.24400951539711,G0,Tipica
15,MEXICO,110,TULTITLAN,0,364549.0,8312.905726034835,0.988770409994688,0.0521319764723538,0.0021434404717957,0.0198860718215418,-0.1550627312031356,-4.106798053606107,3.0275632013185287,-1.353402056027143,-0.8050554525402775,0.3577206815609881,0.1048296429440227,-0.4498820196443379,G1,Atípica en ICE principal
15,MEXICO,27,CHAPA DE MOTA,13,21077.0,154.29352896416378,0.9864857281878182,0.1199256110520722,0.0038544970443339,0.0416279005214359,0.4729268023450989,0.3098333927478925,-0.054784351091729,1.507863509865891,-0.8742961820638356,-0.269029575463658,0.7433520220842519,0.041121836708915,G0,Tipica
15,MEXICO,70,PAPALOTLA,0,3896.0,1393.753553953061,0.9833234908540054,0.0900951315053161,0.0060691679059544,0.0317871048347044,0.8018778701746494,0.8022333882895458,1.0003253862210637,0.4439391293854871,-0.3377737492926234,-0.8398654535548182,0.1115470004143052,-0.1073948017740746,G0,Tipica
15,MEXICO,42,IXTAPAN DEL ORO,4,5014.0,65.07394646160878,0.9866619192471124,0.0342409240924092,0.0042104373734138,0.0152278771748647,-0.3446468225110736,0.0904765987668354,-0.9101921520556128,-1.091361488964524,-0.5637309899583399,0.6732141215136624,0.3020020182419475,0.2838100984166919,G2,Tipica
15,MEXICO,63,OCOYOACAC,2,49489.0,2268.83723176434,0.98730514086335,0.0866195327595292,0.0051411510888306,0.0313737921190251,0.8577361704453449,-0.1068516562249216,1.0395629366529076,0.4768251826909954,-0.0906945332406539,-1.1054150686991644,0.301929287288525,-0.2194816860756999,G0,Tipica
15,MEXICO,62,NOPALTEPEC,1,7604.0,1046.0442852794124,0.9851791575042704,0.1033081834010447,0.0042562270976876,0.0373475380410461,0.8020602656079991,0.5645187811697548,0.672644611709374,0.7898824117065373,-0.6223336343302185,-1.0903912906125022,0.2196639310050471,0.033902800241661,G0,Tipica
15,MEXICO,12,ATIZAPAN,0,8688.0,4327.943422951634,0.9885057712664618,0.0763131813676907,0.0057916336173858,0.0282088449740509,0.5424911217216454,-0.5720483337270134,1.324546760348095,-0.4221344553698017,-0.3415202972135907,-1.0083547276636315,0.5218905473317784,-1.1643382772632307,G1,Tipica
15,MEXICO,72,POLOTITLAN,8,11638.0,115.29456649694254,0.9839236613656404,0.0664345276276001,0.0029660127184964,0.0285579265986706,-0.3209574086987377,0.1700293739172146,-0.6638163995883222,-0.266703156895133,-1.1959224724056376,0.8376481952271779,0.2104201842542082,0.1914129683287241,G2,Tipica
15,MEXICO,78,SAN SIMON DE GUERRERO,3,4966.0,131.44191487453725,0.9872460735367894,0.0556972789115646,0.0024240386773513,0.0224733945524047,-0.1634726084878216,-0.0137539524389209,-0.8268510460562654,-0.5941216581432821,-0.910385855322316,0.1487981964327742,0.249983486403668,0.318180077802758,G2,Tipica
