EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8
1,AGUASCALIENTES,10,SAN FRANCISCO DE LOS ROMO,-0.4156374719787986,-0.34933921635523124,-1.7611845706702416,1.5100545994592165,0.06838826765777754,0.07481736949979689,-0.22107132331939353,-0.6017978161677072
1,AGUASCALIENTES,8,SAN JOSE DE GRACIA,-1.627329536617518,0.9363350588084033,0.19318877015486144,1.243897301537463,-1.6526745132038279,-0.4253698339992404,-0.24690201482671228,-0.04643360530198163
1,AGUASCALIENTES,9,TEPEZALA,-1.4758801435509126,0.362060776087999,-1.3597850455680913,1.3360390617586275,-0.1862977244930642,-0.3405786976130166,0.2197170716660008,-0.1677024703889014
1,AGUASCALIENTES,11,EL LLANO,-1.4091220177654646,0.3222072739569309,-1.2344525477269612,1.5473419473920906,-0.46672584722694516,-0.3491497167765348,0.16913548706989473,0.16521303959932293
1,AGUASCALIENTES,2,ASIENTOS,-1.4135139654356308,-0.16394098444823882,-0.9236520228729306,1.4909530036522687,0.09551324448775174,-0.46612514243596986,0.017019161066149473,0.1625906497702983
1,AGUASCALIENTES,3,CALVILLO,-1.7194299856763224,-0.35502847239849866,-0.3497702100821407,1.7862912367441908,-0.35379936561692965,-0.2916583744051426,-0.19443315532252228,0.40068533405631435
1,AGUASCALIENTES,4,COSIO,-1.280047009915177,0.6006476483276932,-1.5717977357340844,1.3249924788737233,-0.37419599821685084,-0.5326074160161667,0.17533406216191746,0.08604946857021055
1,AGUASCALIENTES,5,JESUS MARIA,-1.7714873532059332,-0.3435181060592422,-1.5263082936668895,1.3814021451466305,0.12438055362249142,-0.31900415630816087,-0.46418432600676085,-0.35346287944116506
1,AGUASCALIENTES,6,PABELLON DE ARTEAGA,-2.119953344723644,0.1302113689632557,-1.7854384360315674,1.2114036684685978,-0.17423582648215202,-0.37800625544899813,0.0610160085686451,-0.1944820873065493
1,AGUASCALIENTES,7,RINCON DE ROMOS,-1.8253462379059864,-0.0690938142565743,-1.627845848898566,1.450417708230255,-0.19762739861378334,-0.3584290808290305,-0.043541155983961674,-0.046226228175623614
1,AGUASCALIENTES,1,AGUASCALIENTES,-2.3804757498331073,-1.1260685575849,-1.7067471036453803,1.4956319999430998,0.8509884505721872,-0.5677741558137536,-1.1073242276140356,0.006891969399772834
2,BAJA CALIFORNIA,2,MEXICALI,-2.6151192322795334,-2.5537098463780725,0.09759805212673278,2.412506108739189,1.5259915366905332,-0.48589317985219227,0.27516061740986686,0.14340541664305548
2,BAJA CALIFORNIA,4,TIJUANA,-2.4897404312091815,-2.178281966747951,-1.0213270693688303,2.0554961158466707,1.580261712486027,-0.6368447355633231,-0.5619875056338559,-0.054237267121499504
2,BAJA CALIFORNIA,3,TECATE,-1.1486887678884647,-0.20596017571585767,-1.4262559569181164,1.6499547505762977,0.15580580655608808,-0.582900022338089,-0.7843964437761982,0.6913628123873106
2,BAJA CALIFORNIA,1,ENSENADA,-2.2834763245713754,-1.733233370896848,2.063311061650317,2.3376789716256097,0.34580916635588627,-0.3565067697222721,-0.6776576465540016,0.2315282913074822
2,BAJA CALIFORNIA,5,PLAYAS DE ROSARITO,-1.0489793950420367,-0.2813352161847136,-1.645286438802327,1.5345169538275008,0.3526524787419951,-0.6291724173689068,-0.7958573246657843,-0.07414432455684622
3,BAJA CALIFORNIA SUR,1,COMONDU,-0.5120873062326683,-1.6176250201143998,1.7153470468369492,0.48510363800043027,-0.530667125660254,-0.0929454509733715,-0.32925080852370264,0.023053315164182315
3,BAJA CALIFORNIA SUR,3,LA PAZ,-1.1686156517121447,-2.2824733158380406,1.3052756268011865,1.060650568555352,-0.274324237371256,0.11504824143064547,-0.5071664814274692,-0.01919675902327857
3,BAJA CALIFORNIA SUR,5,LORETO,-0.6243494303392302,0.8054474019138945,1.8565319191625511,-1.3607973537124909,-0.21287374943444218,0.20381408900924147,-1.24572006167977,0.32125380955900007
3,BAJA CALIFORNIA SUR,4,LOS CABOS,-0.041156623138006096,-2.3121400742768143,-0.7859573900509818,0.5845988382996649,-0.027845778634438427,0.2534492469425879,-0.7665829000059093,-0.034418641703257646
3,BAJA CALIFORNIA SUR,2,MULEGE,0.3086506281484568,-1.1234225258833896,2.1799755207464337,-0.3822957458276208,-0.23714289620121753,-0.16375635505273467,-0.9273735550864759,0.19023550455655333
4,CAMPECHE,8,TENABO,-0.3337610509448533,-0.1542236263860201,-0.846372279688318,-0.5127764518674428,-0.27933901763244995,0.3317603545180065,0.2697973532108125,-0.07416701127380347
4,CAMPECHE,9,ESCARCEGA,-0.37308499789627503,-1.0343413200475646,-0.47786445480869905,0.04557042154162974,0.8793258529463264,-0.5456964351400319,0.18205956392553507,-0.297277319374365
4,CAMPECHE,5,HECELCHAKAN,-0.5384428791459467,-0.8452832419873637,-0.9692406919593357,0.12998647550595294,-0.4528195604807522,-0.1836718021955191,0.13782260702911261,-0.161748931796877
4,CAMPECHE,6,HOPELCHEN,-0.7883958368755749,-0.6850668028928494,1.5869370113226444,0.1607421729604841,0.11956202318244841,0.22386015699291864,-0.21136217895410064,0.03696845529382822
4,CAMPECHE,11,CALAKMUL,-1.990592594127242,0.6998160841403286,1.843189358848346,0.37734982344512197,-0.07327556822127242,0.309823422849719,-0.6562630312685072,-0.25761283606149754
4,CAMPECHE,7,PALIZADA,-0.06325723467006722,0.41440188578859444,1.6191705699283476,0.7687108927897434,-1.245672526183936,-0.7356319982329828,-0.5030492992759658,-0.10232496102776398
