EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8
1,AGUASCALIENTES,10,SAN FRANCISCO DE LOS ROMO,-0.30630656449467775,0.6412961036167841,1.3059430008350916,1.2174835903774357,-1.0013901106256837,0.14237111907896075,-0.9001003911790342,-0.5423109229869338
1,AGUASCALIENTES,8,SAN JOSE DE GRACIA,-1.6755928387672385,-1.1089863152204078,0.18907464817354583,1.1444860624639668,-1.3075391640832317,-0.605453434420462,0.3100459674742894,-0.09120961732757234
1,AGUASCALIENTES,9,TEPEZALA,-1.4253167846991412,-0.17988001127411846,0.901846448549016,1.137385969743663,-0.9158674709281717,-0.30891609333028086,-0.6462827214137052,-0.11503762571779828
1,AGUASCALIENTES,11,EL LLANO,-1.2855290467784803,-0.49808398787384955,0.6681741289919799,1.4041912740428044,-1.0593560412217968,-0.3223651316318824,-0.27804452907595667,0.19712092069299006
1,AGUASCALIENTES,2,ASIENTOS,-1.1528184359958547,-0.32663644419105764,0.42967770067154293,1.3593634314154708,-0.48381119161615044,-0.3845855295011697,-0.32364677799583014,0.2023034257564271
1,AGUASCALIENTES,3,CALVILLO,-1.353237533989608,-0.629397898458703,-0.058958820997988236,1.7491016264039723,-0.5927104101140638,-0.2645042760025246,0.0682519695148331,0.4037573928855527
1,AGUASCALIENTES,4,COSIO,-1.3177057064384905,-0.1549060620409632,1.1911951886924457,1.0720293334973037,-1.146186537533992,-0.5087117080961411,-0.5972683022104907,0.13664756356666669
1,AGUASCALIENTES,5,JESUS MARIA,-1.575457659752055,0.44208695910005524,0.9844272445063182,1.1622874666057788,-0.812651351692752,-0.2067265766802382,-0.441366315210205,-0.31097799403832427
1,AGUASCALIENTES,6,PABELLON DE ARTEAGA,-2.1743205756139257,0.8191088987070232,1.4211284196265517,0.8958539908733155,-1.2692901293904733,-0.38986648763737586,-1.49697195141492,-0.10639029312463484
1,AGUASCALIENTES,7,RINCON DE ROMOS,-1.7105680758691817,0.3373324905200905,1.0373786599961028,1.2181176360538726,-1.1562607420649171,-0.3192333907315194,-0.8799008865139273,0.015974439930870863
1,AGUASCALIENTES,1,AGUASCALIENTES,-3.0868885641973964,4.716895148484707,1.8546933209125762,2.014066652319979,0.6827738252792916,-0.3522912071529137,1.854825800198436,-0.0550004372585106
2,BAJA CALIFORNIA,2,MEXICALI,-3.00851211154687,4.655298201382082,-0.6160275515206565,3.81566587899944,2.5737455154589646,-0.27075555576931887,2.896661935626038,0.0523598973969999
2,BAJA CALIFORNIA,4,TIJUANA,-4.459899202767617,9.899468696018886,1.6693358917774568,4.129411774628182,3.355224922540978,-0.37551107526534067,5.6407707045224385,-0.2824513505594618
2,BAJA CALIFORNIA,3,TECATE,-0.9034569450635335,-0.013298544236252902,1.1116816998123873,1.3663006458450515,-0.6740675883056284,-0.4092007001540692,0.18503032529379865,0.7063301436058734
2,BAJA CALIFORNIA,1,ENSENADA,-2.1615882001163778,1.473984026480747,-1.104218254037978,2.9581903782799692,1.6820525825970314,-0.3976818569293813,1.5203246468731297,0.13419951272187164
2,BAJA CALIFORNIA,5,PLAYAS DE ROSARITO,-0.8941434333091406,0.5240344619727717,1.4419809322378017,1.195875541870233,-0.6343747234164403,-0.46270599240468213,-0.207506490321584,-0.038864632772754634
3,BAJA CALIFORNIA SUR,1,COMONDU,-0.0687927683113223,0.1671581171197319,-1.6212506338325845,0.7426561449610155,0.18280364704239413,-0.24907379442339334,-0.07252517509048959,-0.00904216061481012
3,BAJA CALIFORNIA SUR,3,LA PAZ,-0.6934353846415185,1.034749890647932,-1.6764953644214993,1.5757960210718336,0.3915120508287109,0.05455818622021959,0.6744420326842642,-0.07544516833395698
3,BAJA CALIFORNIA SUR,5,LORETO,-0.7634408413019497,-0.7014471799024417,-0.195236528733464,-1.6028896622611775,0.5496885870803997,0.10391406505880173,0.4110896669926496,0.24587825781872416
3,BAJA CALIFORNIA SUR,4,LOS CABOS,0.4152308206917553,1.5779717043550552,-0.6818450911362974,0.9827386402965581,-0.36446956025229704,0.40852531111150564,1.0515642214420415,-0.07324434124655972
3,BAJA CALIFORNIA SUR,2,MULEGE,0.5759596412076189,0.11515380662173669,-1.1975797422972843,-0.3345947953484578,0.6391017963735329,-0.3025340815662672,0.11042106419935012,0.13567484873342087
4,CAMPECHE,8,TENABO,-0.2309140645253447,0.01633231176362423,-0.22902278000058657,-0.4199179000843891,-0.7055757003073664,0.36929961019632573,-0.0725288382972118,-0.057735209673892215
4,CAMPECHE,9,ESCARCEGA,-0.04817514137725195,0.4945345940128391,-0.2679525779175942,0.0692052199592287,0.3698534637933902,-0.4208151575433923,-0.5957629271613282,-0.23432255610363892
4,CAMPECHE,5,HECELCHAKAN,-0.22681478514488315,0.2374743851170763,-0.3923531918237196,0.2471224490183758,-0.9760811803064076,-0.14710860500020834,-0.16858498569702618,-0.13587397144820176
4,CAMPECHE,6,HOPELCHEN,-0.5076904099769888,-0.34526560694629704,-1.1030075312196184,0.2538477038179513,0.6879452364426611,0.1385413372861181,-0.1790270916473034,0.019113786259917293
4,CAMPECHE,11,CALAKMUL,-1.9692617502162357,-1.1072165007098937,-0.30504444524332297,0.19786950842809423,0.6483171884792719,0.18141734255703568,-0.06264298758675023,-0.3009257722686232
4,CAMPECHE,7,PALIZADA,-0.14882867420235735,-0.6813622258609175,-0.19646214188420685,0.660919625929966,-0.28422683607506494,-0.9896652381863137,0.15533407330722926,-0.1605174889151592
