Componentes Principales,NUM_SECC_RUR,LNE,Densidad_LNE,Razon_LNE_PE,TC_LNE_2019,Coef_Var_LNE,Autocorr_LNE
CP1,-0.2117050321390351,-0.550854917997335,-0.46527809932585257,-0.4631874839079567,0.1128218066425843,0.43009330041484645,0.15167226710267795
CP2,-0.2876341112202779,0.40968353286198333,0.5520678575678473,-0.3992921826613912,0.2526820790941027,0.3926558105735741,0.25920269249698297
CP3,0.6048266821782394,0.13569797033610503,-0.21108812050260228,-0.08115542539178025,0.5821943002010477,-0.15528845221533183,0.4489561683572919
CP4,0.2816233864067854,0.1399800863914385,-0.08128719100016847,0.23331698258999842,-0.6016381835605794,0.45566731685010053,0.5200463578312771
CP5,0.5257547672536484,0.25316039935310425,-0.07551215584112488,-0.45700865145198394,-0.17243650370751748,0.26200531644556074,-0.5886863426911576
CP6,0.013245081458902486,0.012164815648307398,-0.054433875167928907,0.5967325278337892,0.4390433290699114,0.5972001936724609,-0.30202104630881765
CP7,-0.3882358081253929,0.653048028815645,-0.6472298173327449,-0.0073125169559538185,0.003302595079723348,-0.06163686523589111,-0.005595508023935583
